107573,51,תל אביב ,267,כפר שמריהו ,101 ,החורש ,official ,101
111476,51,תל אביב ,5000,תל אביב - יפו ,11311,רח 43א ,synonym of 1743 ,1743
111477,51,תל אביב ,5000,תל אביב - יפו ,11312,רח 43 א ,synonym of 1743 ,1743
111478,51,תל אביב ,5000,תל אביב - יפו ,11313,רח 3733 ,synonym of 1743 ,1743
111479,51,תל אביב ,5000,תל אביב - יפו ,11314,דה רוטשילד ,synonym of 1743 ,1743
111480,51,תל אביב ,5000,תל אביב - יפו ,11315,דה רוטשילד בת שבע ,synonym of 1743 ,1743
111481,51,תל אביב ,5000,תל אביב - יפו ,11316,בת שבע דה-רוטשילד ,synonym of 1743 ,1743
111482,51,תל אביב ,5000,תל אביב - יפו ,1744 ,גרוסמן חייקה ,official ,1744
111483,51,תל אביב ,5000,תל אביב - יפו ,11317,רח 95 ,synonym of 1744 ,1744
111484,51,תל אביב ,5000,תל אביב - יפו ,11318,רח 3095 ,synonym of 1744 ,1744
111485,51,תל אביב ,5000,תל אביב - יפו ,11319,חייקה גרוסמן ,synonym of 1744 ,1744
111486,51,תל אביב ,5000,תל אביב - יפו ,1745 ,ויינר זאב ,official ,1745
111487,51,תל אביב ,5000,תל אביב - יפו ,11320,רח 96 ,synonym of 1745 ,1745
111488,51,תל אביב ,5000,תל אביב - יפו ,11321,ויינר ,synonym of 1745 ,1745
111489,51,תל אביב ,5000,תל אביב - יפו ,11322,זאב ויינר ,synonym of 1745 ,1745
111490,51,תל אביב ,5000,תל אביב - יפו ,11323,וינר זאב ,synonym of 1745 ,1745
111491,51,תל אביב ,5000,תל אביב - יפו ,11324,זאב וינר ,synonym of 1745 ,1745
111492,51,תל אביב ,5000,תל אביב - יפו ,11325,וינר ,synonym of 1745 ,1745
111493,51,תל אביב ,5000,תל אביב - יפו ,11326,רח 3096 ,synonym of 1745 ,1745
111494,51,תל אביב ,5000,תל אביב - יפו ,1746 ,התעודה האדומה ,official ,1746
111495,51,תל אביב ,5000,תל אביב - יפו ,11327,רח 33 ,synonym of 1746 ,1746
111496,51,תל אביב ,5000,תל אביב - יפו ,11328,התעודה אדומה ,synonym of 1746 ,1746
111497,51,תל אביב ,5000,תל אביב - יפו ,1747 ,אדם ברוך ,official ,1747
111498,51,תל אביב ,5000,תל אביב - יפו ,11329,רח 83א ,synonym of 1747 ,1747
111499,51,תל אביב ,5000,תל אביב - יפו ,11330,רח 38 א ,synonym of 1747 ,1747
111500,51,תל אביב ,5000,תל אביב - יפו ,11331,רח 38א ,synonym of 1747 ,1747
111501,51,תל אביב ,5000,תל אביב - יפו ,11332,רח 83 א ,synonym of 1747 ,1747
111502,51,תל אביב ,5000,תל אביב - יפו ,11333,רח 3732 ,synonym of 1747 ,1747
111503,51,תל אביב ,5000,תל אביב - יפו ,11334,ברוך אדם ,synonym of 1747 ,1747
111504,51,תל אביב ,5000,תל אביב - יפו ,1748 ,רח 3930 ,official ,1748
111505,51,תל אביב ,5000,תל אביב - יפו ,1749 ,רח 3036 ,official ,1749
111506,51,תל אביב ,5000,תל אביב - יפו ,11335,רח 36 ,synonym of 1749 ,1749
111507,51,תל אביב ,5000,תל אביב - יפו ,1750 ,רח 3040 ,official ,1750
111508,51,תל אביב ,5000,תל אביב - יפו ,11336,רח 40 ,synonym of 1750 ,1750
111509,51,תל אביב ,5000,תל אביב - יפו ,1751 ,הצדף ,official ,1751
111510,51,תל אביב ,5000,תל אביב - יפו ,11337,רח 39 ,synonym of 1751 ,1751
111511,51,תל אביב ,5000,תל אביב - יפו ,1752 ,השחף ,official ,1752
111512,51,תל אביב ,5000,תל אביב - יפו ,11338,רח 38 ,synonym of 1752 ,1752
111513,51,תל אביב ,5000,תל אביב - יפו ,1753 ,הדולפין ,official ,1753
111514,51,תל אביב ,5000,תל אביב - יפו ,11339,רח 37 ,synonym of 1753 ,1753
111515,51,תל אביב ,5000,תל אביב - יפו ,11340,דולפין ,synonym of 1753 ,1753
111516,51,תל אביב ,5000,תל אביב - יפו ,1754 ,העוגן ,official ,1754
111517,51,תל אביב ,5000,תל אביב - יפו ,11341,רח 76 ,synonym of 1754 ,1754
111518,51,תל אביב ,5000,תל אביב - יפו ,11342,העגן ,synonym of 1754 ,1754
111519,51,תל אביב ,5000,תל אביב - יפו ,1755 ,רח 3740 ,official ,1755
111520,51,תל אביב ,5000,תל אביב - יפו ,11343,רח 76 א ,synonym of 1755 ,1755
111521,51,תל אביב ,5000,תל אביב - יפו ,11344,רח 67א ,synonym of 1755 ,1755
111522,51,תל אביב ,5000,תל אביב - יפו ,11345,רח 67 א ,synonym of 1755 ,1755
111523,51,תל אביב ,5000,תל אביב - יפו ,11346,רח 76א ,synonym of 1755 ,1755
111524,51,תל אביב ,5000,תל אביב - יפו ,1756 ,שערי ניקנור ,official ,1756
111525,51,תל אביב ,5000,תל אביב - יפו ,11347,שערי נקנור ,synonym of 1756 ,1756
111526,51,תל אביב ,5000,תל אביב - יפו ,11348,ניקנור ,synonym of 1756 ,1756
111527,51,תל אביב ,5000,תל אביב - יפו ,11349,רח 42 ,synonym of 1756 ,1756
111528,51,תל אביב ,5000,תל אביב - יפו ,1757 ,רח 3928 ,official ,1757
111529,51,תל אביב ,5000,תל אביב - יפו ,1758 ,נמל יפו ,official ,1758
111530,51,תל אביב ,5000,תל אביב - יפו ,11350,הנמל דרך ,synonym of 1758 ,1758
111531,51,תל אביב ,5000,תל אביב - יפו ,11351,הנמל ,synonym of 1758 ,1758
111532,51,תל אביב ,5000,תל אביב - יפו ,11352,נמל יפו מסגד ,synonym of 1758 ,1758
111533,51,תל אביב ,5000,תל אביב - יפו ,1759 ,המלחים ,official ,1759
111534,51,תל אביב ,5000,תל אביב - יפו ,11353,המלכים ,synonym of 1759 ,1759
111535,51,תל אביב ,5000,תל אביב - יפו ,1760 ,קדם ,official ,1760
111536,51,תל אביב ,5000,תל אביב - יפו ,11354,רח 60 ,synonym of 1760 ,1760
111537,51,תל אביב ,5000,תל אביב - יפו ,11355,גבעת עליה ,synonym of 1760 ,1760
111538,51,תל אביב ,5000,תל אביב - יפו ,11356,יפו רח 60 ,synonym of 1760 ,1760
111539,51,תל אביב ,5000,תל אביב - יפו ,1761 ,הספינה ,official ,1761
111540,51,תל אביב ,5000,תל אביב - יפו ,11357,רח 75 ,synonym of 1761 ,1761
111541,51,תל אביב ,5000,תל אביב - יפו ,1762 ,רב החובל ,official ,1762
111542,51,תל אביב ,5000,תל אביב - יפו ,11358,רח 80 ,synonym of 1762 ,1762
111543,51,תל אביב ,5000,תל אביב - יפו ,1763 ,התורן ,official ,1763
111544,51,תל אביב ,5000,תל אביב - יפו ,11359,רח 78 ,synonym of 1763 ,1763
111545,51,תל אביב ,5000,תל אביב - יפו ,11360,רח 77 ,synonym of 1763 ,1763
111546,51,תל אביב ,5000,תל אביב - יפו ,1764 ,המשוט ,official ,1764
111547,51,תל אביב ,5000,תל אביב - יפו ,1765 ,המפרש ,official ,1765
111548,51,תל אביב ,5000,תל אביב - יפו ,1766 ,הקברניט ,official ,1766
111549,51,תל אביב ,5000,תל אביב - יפו ,1767 ,רח 3742 ,official ,1767
111550,51,תל אביב ,5000,תל אביב - יפו ,11361,רח 81 ,synonym of 1767 ,1767
111551,51,תל אביב ,5000,תל אביב - יפו ,1768 ,רח 3102 ,official ,1768
111552,51,תל אביב ,5000,תל אביב - יפו ,11362,יפו רח 102 ,synonym of 1768 ,1768
111553,51,תל אביב ,5000,תל אביב - יפו ,11363,רח 102 ,synonym of 1768 ,1768
111554,51,תל אביב ,5000,תל אביב - יפו ,1769 ,רח 103 ,official ,1769
111555,51,תל אביב ,5000,תל אביב - יפו ,11364,יפו רח 103 ,synonym of 1769 ,1769
111556,51,תל אביב ,5000,תל אביב - יפו ,1770 ,טרומן הרי ,official ,1770
111557,51,תל אביב ,5000,תל אביב - יפו ,11365,רח 301א ,synonym of 1770 ,1770
111558,51,תל אביב ,5000,תל אביב - יפו ,11366,רח 103א ,synonym of 1770 ,1770
111559,51,תל אביב ,5000,תל אביב - יפו ,11367,רח 301 א ,synonym of 1770 ,1770
111560,51,תל אביב ,5000,תל אביב - יפו ,11368,רח 3750 ,synonym of 1770 ,1770
111561,51,תל אביב ,5000,תל אביב - יפו ,11369,הרי טרומן ,synonym of 1770 ,1770
111562,51,תל אביב ,5000,תל אביב - יפו ,1771 ,הדגה ,official ,1771
111563,51,תל אביב ,5000,תל אביב - יפו ,11370,רח 97 ,synonym of 1771 ,1771
111564,51,תל אביב ,5000,תל אביב - יפו ,11371,רח 97א ,synonym of 1771 ,1771
111565,51,תל אביב ,5000,תל אביב - יפו ,11372,הלויתן ,synonym of 1771 ,1771
111566,51,תל אביב ,5000,תל אביב - יפו ,1772 ,רח 3927 ,official ,1772
111567,51,תל אביב ,5000,תל אביב - יפו ,1773 ,צופית ,official ,1773
111568,51,תל אביב ,5000,תל אביב - יפו ,11373,רח 98 ,synonym of 1773 ,1773
111569,51,תל אביב ,5000,תל אביב - יפו ,1774 ,רח 101 ,official ,1774
111570,51,תל אביב ,5000,תל אביב - יפו ,1776 ,רח 153 ,official ,1776
111571,51,תל אביב ,5000,תל אביב - יפו ,1778 ,רח 157 ,official ,1778
111572,51,תל אביב ,5000,תל אביב - יפו ,1779 ,מכמורת ,official ,1779
111573,51,תל אביב ,5000,תל אביב - יפו ,11374,רח 399 ,synonym of 1779 ,1779
111574,51,תל אביב ,5000,תל אביב - יפו ,11375,רח 99 ,synonym of 1779 ,1779
111575,51,תל אביב ,5000,תל אביב - יפו ,1780 ,הדייגים ,official ,1780
111576,51,תל אביב ,5000,תל אביב - יפו ,11376,רח 100 ,synonym of 1780 ,1780
111577,51,תל אביב ,5000,תל אביב - יפו ,11377,הדיגים ,synonym of 1780 ,1780
111578,51,תל אביב ,5000,תל אביב - יפו ,1781 ,רח 131 ,official ,1781
111579,51,תל אביב ,5000,תל אביב - יפו ,1782 ,זיקים ,official ,1782
111580,51,תל אביב ,5000,תל אביב - יפו ,11378,רח 130 ,synonym of 1782 ,1782
111581,51,תל אביב ,5000,תל אביב - יפו ,1783 ,רח 152 ,official ,1783
111582,51,תל אביב ,5000,תל אביב - יפו ,11379,רח 152א ,synonym of 1783 ,1783
111583,51,תל אביב ,5000,תל אביב - יפו ,11380,רח 152 א ,synonym of 1783 ,1783
111584,51,תל אביב ,5000,תל אביב - יפו ,1786 ,רח 165 ,official ,1786
111585,51,תל אביב ,5000,תל אביב - יפו ,1787 ,רח 155 ,official ,1787
111586,51,תל אביב ,5000,תל אביב - יפו ,1788 ,מכלל יופי ,official ,1788
111587,51,תל אביב ,5000,תל אביב - יפו ,11381,יפו רח 204 ,synonym of 1788 ,1788
111588,51,תל אביב ,5000,תל אביב - יפו ,11382,רח 204 ,synonym of 1788 ,1788
111589,51,תל אביב ,5000,תל אביב - יפו ,1789 ,מד אנדרומדה ,official ,1789
111590,51,תל אביב ,5000,תל אביב - יפו ,11383,אנדרומידה ,synonym of 1789 ,1789
111591,51,תל אביב ,5000,תל אביב - יפו ,11384,מדרגות אנדרומדה ,synonym of 1789 ,1789
111592,51,תל אביב ,5000,תל אביב - יפו ,11385,מד אנדרומידה ,synonym of 1789 ,1789
111593,51,תל אביב ,5000,תל אביב - יפו ,11386,אנדרומדה ,synonym of 1789 ,1789
111594,51,תל אביב ,5000,תל אביב - יפו ,11387,אנדרומידה מד ,synonym of 1789 ,1789
111595,51,תל אביב ,5000,תל אביב - יפו ,1790 ,אזוב ,official ,1790
111596,51,תל אביב ,5000,תל אביב - יפו ,1791 ,פייר מנדס פרנס ,official ,1791
111597,51,תל אביב ,5000,תל אביב - יפו ,11388,תרשיש ,synonym of 1791 ,1791
111598,51,תל אביב ,5000,תל אביב - יפו ,11389,רח 117 ,synonym of 1791 ,1791
111599,51,תל אביב ,5000,תל אביב - יפו ,11390,מנדס פרנס ,synonym of 1791 ,1791
111600,51,תל אביב ,5000,תל אביב - יפו ,1793 ,שטרנהרץ ,official ,1793
111601,51,תל אביב ,5000,תל אביב - יפו ,1794 ,המגיד מדובנא ,official ,1794
111602,51,תל אביב ,5000,תל אביב - יפו ,11391,רח 188א ,synonym of 1794 ,1794
111603,51,תל אביב ,5000,תל אביב - יפו ,11392,רח 188 ,synonym of 1794 ,1794
111604,51,תל אביב ,5000,תל אביב - יפו ,1795 ,אדיל עאזר ,official ,1795
111605,51,תל אביב ,5000,תל אביב - יפו ,11393,רח 172 ,synonym of 1795 ,1795
111606,51,תל אביב ,5000,תל אביב - יפו ,11394,רח 3172 ,synonym of 1795 ,1795
111607,51,תל אביב ,5000,תל אביב - יפו ,11395,עאזר אדיל ,synonym of 1795 ,1795
111608,51,תל אביב ,5000,תל אביב - יפו ,1796 ,דונולו הרופא ,official ,1796
111609,51,תל אביב ,5000,תל אביב - יפו ,11396,דונולו ביח ,synonym of 1796 ,1796
111610,51,תל אביב ,5000,תל אביב - יפו ,11397,רח 173 ,synonym of 1796 ,1796
111611,51,תל אביב ,5000,תל אביב - יפו ,1797 ,שביב ,official ,1797
111612,51,תל אביב ,5000,תל אביב - יפו ,11398,דלל ,synonym of 1797 ,1797
111613,51,תל אביב ,5000,תל אביב - יפו ,11399,פרדס עאשור ,synonym of 1797 ,1797
111614,51,תל אביב ,5000,תל אביב - יפו ,1798 ,נבטים ,official ,1798
111615,51,תל אביב ,5000,תל אביב - יפו ,11400,רח 114 ,synonym of 1798 ,1798
111616,51,תל אביב ,5000,תל אביב - יפו ,11401,יפו רח 114 ,synonym of 1798 ,1798
111617,51,תל אביב ,5000,תל אביב - יפו ,1799 ,געש ,official ,1799
111618,51,תל אביב ,5000,תל אביב - יפו ,11402,רח 127 ,synonym of 1799 ,1799
111619,51,תל אביב ,5000,תל אביב - יפו ,1800 ,הסנה ,official ,1800
111620,51,תל אביב ,5000,תל אביב - יפו ,11403,רח 116 ,synonym of 1800 ,1800
111621,51,תל אביב ,5000,תל אביב - יפו ,1801 ,בצרה ,official ,1801
111622,51,תל אביב ,5000,תל אביב - יפו ,11404,רח 125 ,synonym of 1801 ,1801
111623,51,תל אביב ,5000,תל אביב - יפו ,11405,רח 113 ,synonym of 1801 ,1801
111624,51,תל אביב ,5000,תל אביב - יפו ,1802 ,החטה ,official ,1802
111625,51,תל אביב ,5000,תל אביב - יפו ,11406,רח 115 ,synonym of 1802 ,1802
111626,51,תל אביב ,5000,תל אביב - יפו ,11407,החיטה ,synonym of 1802 ,1802
111627,51,תל אביב ,5000,תל אביב - יפו ,1803 ,הלוטוס ,official ,1803
111628,51,תל אביב ,5000,תל אביב - יפו ,11408,לוטם סמ ,synonym of 1803 ,1803
111629,51,תל אביב ,5000,תל אביב - יפו ,11409,רח 112 ,synonym of 1803 ,1803
111630,51,תל אביב ,5000,תל אביב - יפו ,11410,הלוטם ,synonym of 1803 ,1803
111631,51,תל אביב ,5000,תל אביב - יפו ,11411,לוטוס ,synonym of 1803 ,1803
111632,51,תל אביב ,5000,תל אביב - יפו ,1804 ,השקמה ,official ,1804
111633,51,תל אביב ,5000,תל אביב - יפו ,11412,רח 122 ,synonym of 1804 ,1804
111634,51,תל אביב ,5000,תל אביב - יפו ,11413,השיקמה ,synonym of 1804 ,1804
111635,51,תל אביב ,5000,תל אביב - יפו ,1805 ,הקיקיון ,official ,1805
111636,51,תל אביב ,5000,תל אביב - יפו ,11414,הקקיון ,synonym of 1805 ,1805
111637,51,תל אביב ,5000,תל אביב - יפו ,11415,רח 123 ,synonym of 1805 ,1805
111638,51,תל אביב ,5000,תל אביב - יפו ,1806 ,עגור ,official ,1806
111639,51,תל אביב ,5000,תל אביב - יפו ,11416,רח 143 ,synonym of 1806 ,1806
111640,51,תל אביב ,5000,תל אביב - יפו ,1807 ,דישון ,official ,1807
111641,51,תל אביב ,5000,תל אביב - יפו ,11417,רח 141 ,synonym of 1807 ,1807
111642,51,תל אביב ,5000,תל אביב - יפו ,1808 ,ולנסיה ,official ,1808
111643,51,תל אביב ,5000,תל אביב - יפו ,11418,רח 147 ,synonym of 1808 ,1808
111644,51,תל אביב ,5000,תל אביב - יפו ,1809 ,מענית ,official ,1809
111645,51,תל אביב ,5000,תל אביב - יפו ,11419,רח 139 ,synonym of 1809 ,1809
111646,51,תל אביב ,5000,תל אביב - יפו ,11420,יפו רח 139 ,synonym of 1809 ,1809
111647,51,תל אביב ,5000,תל אביב - יפו ,1810 ,שלוחות ,official ,1810
111648,51,תל אביב ,5000,תל אביב - יפו ,11421,רח 109 ,synonym of 1810 ,1810
111649,51,תל אביב ,5000,תל אביב - יפו ,1811 ,הלענה ,official ,1811
111650,51,תל אביב ,5000,תל אביב - יפו ,11422,רח 137 ,synonym of 1811 ,1811
111651,51,תל אביב ,5000,תל אביב - יפו ,11423,לענה ,synonym of 1811 ,1811
111652,51,תל אביב ,5000,תל אביב - יפו ,1812 ,רח 3144 ,official ,1812
111653,51,תל אביב ,5000,תל אביב - יפו ,11424,רח 144 ,synonym of 1812 ,1812
111654,51,תל אביב ,5000,תל אביב - יפו ,1813 ,האשכולית ,official ,1813
111655,51,תל אביב ,5000,תל אביב - יפו ,11425,רח 148 ,synonym of 1813 ,1813
111656,51,תל אביב ,5000,תל אביב - יפו ,11426,אשכולית ,synonym of 1813 ,1813
111657,51,תל אביב ,5000,תל אביב - יפו ,1814 ,עולש ,official ,1814
111658,51,תל אביב ,5000,תל אביב - יפו ,11427,רח 140 ,synonym of 1814 ,1814
111659,51,תל אביב ,5000,תל אביב - יפו ,1815 ,לוזים ,official ,1815
111660,51,תל אביב ,5000,תל אביב - יפו ,11428,רח 132 ,synonym of 1815 ,1815
111661,51,תל אביב ,5000,תל אביב - יפו ,1816 ,יעקב ג'ורג' חנאניא ,official ,1816
111662,51,תל אביב ,5000,תל אביב - יפו ,11429,רח 136 ,synonym of 1816 ,1816
111663,51,תל אביב ,5000,תל אביב - יפו ,11430,רח 3136 ,synonym of 1816 ,1816
111664,51,תל אביב ,5000,תל אביב - יפו ,11431,ג'ורג' חנאניא יעקוב ,synonym of 1816 ,1816
111665,51,תל אביב ,5000,תל אביב - יפו ,11432,יעקוב ג'ורג' חנאניא ,synonym of 1816 ,1816
111666,51,תל אביב ,5000,תל אביב - יפו ,11433,ג'ורג' חנאניא יעקב ,synonym of 1816 ,1816
111667,51,תל אביב ,5000,תל אביב - יפו ,11434,ג'ורג' חנאניא ,synonym of 1816 ,1816
111668,51,תל אביב ,5000,תל אביב - יפו ,1817 ,מבוא 3949 ,official ,1817
111669,51,תל אביב ,5000,תל אביב - יפו ,11435,רח 3949 ,synonym of 1817 ,1817
111670,51,תל אביב ,5000,תל אביב - יפו ,1818 ,רח 3142 ,official ,1818
111671,51,תל אביב ,5000,תל אביב - יפו ,11436,רח 142 ,synonym of 1818 ,1818
111672,51,תל אביב ,5000,תל אביב - יפו ,1819 ,הלימון ,official ,1819
111673,51,תל אביב ,5000,תל אביב - יפו ,11437,לימון ,synonym of 1819 ,1819
111674,51,תל אביב ,5000,תל אביב - יפו ,11438,הלמון ,synonym of 1819 ,1819
111675,51,תל אביב ,5000,תל אביב - יפו ,1820 ,יסעור ,official ,1820
111676,51,תל אביב ,5000,תל אביב - יפו ,11439,רח 145 ,synonym of 1820 ,1820
111677,51,תל אביב ,5000,תל אביב - יפו ,1821 ,השעורה ,official ,1821
111678,51,תל אביב ,5000,תל אביב - יפו ,11440,רח 151 ,synonym of 1821 ,1821
111679,51,תל אביב ,5000,תל אביב - יפו ,1822 ,השיפון ,official ,1822
111680,51,תל אביב ,5000,תל אביב - יפו ,11441,רח 150 ,synonym of 1822 ,1822
111681,51,תל אביב ,5000,תל אביב - יפו ,1823 ,טולוז ,official ,1823
111682,51,תל אביב ,5000,תל אביב - יפו ,11442,רח 184 ,synonym of 1823 ,1823
111683,51,תל אביב ,5000,תל אביב - יפו ,11443,רח 184א ,synonym of 1823 ,1823
111684,51,תל אביב ,5000,תל אביב - יפו ,11444,הטולוס ,synonym of 1823 ,1823
111685,51,תל אביב ,5000,תל אביב - יפו ,11445,יפו רח 184 ,synonym of 1823 ,1823
111686,51,תל אביב ,5000,תל אביב - יפו ,1824 ,בית פלט ,official ,1824
111687,51,תל אביב ,5000,תל אביב - יפו ,11446,רח 185 ,synonym of 1824 ,1824
111688,51,תל אביב ,5000,תל אביב - יפו ,11447,פלט ,synonym of 1824 ,1824
111689,51,תל אביב ,5000,תל אביב - יפו ,1825 ,האלומה ,official ,1825
111690,51,תל אביב ,5000,תל אביב - יפו ,11448,רח 170 ,synonym of 1825 ,1825
111691,51,תל אביב ,5000,תל אביב - יפו ,1826 ,רח 3178 ,official ,1826
111692,51,תל אביב ,5000,תל אביב - יפו ,11449,רח 178 ,synonym of 1826 ,1826
111693,51,תל אביב ,5000,תל אביב - יפו ,1827 ,השיבולת ,official ,1827
111694,51,תל אביב ,5000,תל אביב - יפו ,11450,רח 171 ,synonym of 1827 ,1827
111695,51,תל אביב ,5000,תל אביב - יפו ,11451,השבולת ,synonym of 1827 ,1827
111696,51,תל אביב ,5000,תל אביב - יפו ,11452,השבלת ,synonym of 1827 ,1827
111697,51,תל אביב ,5000,תל אביב - יפו ,1828 ,רח 133 ,official ,1828
111698,51,תל אביב ,5000,תל אביב - יפו ,1829 ,ים סוף ,official ,1829
111699,51,תל אביב ,5000,תל אביב - יפו ,11453,רח 159 ,synonym of 1829 ,1829
111700,51,תל אביב ,5000,תל אביב - יפו ,1830 ,אסף הרופא ,official ,1830
111701,51,תל אביב ,5000,תל אביב - יפו ,11454,רח 174 ,synonym of 1830 ,1830
111702,51,תל אביב ,5000,תל אביב - יפו ,1831 ,מנוחה ,official ,1831
111703,51,תל אביב ,5000,תל אביב - יפו ,11455,רח 189 ,synonym of 1831 ,1831
111704,51,תל אביב ,5000,תל אביב - יפו ,1832 ,בת גלים ,official ,1832
111705,51,תל אביב ,5000,תל אביב - יפו ,1833 ,המרפא ,official ,1833
111706,51,תל אביב ,5000,תל אביב - יפו ,11456,ההחלמה ,synonym of 1833 ,1833
111707,51,תל אביב ,5000,תל אביב - יפו ,11457,רח 166 ,synonym of 1833 ,1833
111708,51,תל אביב ,5000,תל אביב - יפו ,1834 ,הנופש ,official ,1834
111709,51,תל אביב ,5000,תל אביב - יפו ,11458,רח 160 ,synonym of 1834 ,1834
111710,51,תל אביב ,5000,תל אביב - יפו ,1835 ,קורצ'אק יאנוש ,official ,1835
111711,51,תל אביב ,5000,תל אביב - יפו ,11459,קורצק ינוש ,synonym of 1835 ,1835
111712,51,תל אביב ,5000,תל אביב - יפו ,11460,יאנוש קורצק ,synonym of 1835 ,1835
111713,51,תל אביב ,5000,תל אביב - יפו ,11461,ינוש קורצ'ק ,synonym of 1835 ,1835
111714,51,תל אביב ,5000,תל אביב - יפו ,11462,קורצ'אק ,synonym of 1835 ,1835
111715,51,תל אביב ,5000,תל אביב - יפו ,11463,קורצ'ק ,synonym of 1835 ,1835
111716,51,תל אביב ,5000,תל אביב - יפו ,11464,קורצאק ,synonym of 1835 ,1835
111717,51,תל אביב ,5000,תל אביב - יפו ,11465,קורצאק יאנ ,synonym of 1835 ,1835
111718,51,תל אביב ,5000,תל אביב - יפו ,11466,קורצאק יאנוש ,synonym of 1835 ,1835
111719,51,תל אביב ,5000,תל אביב - יפו ,11467,קורצאק ינוש ,synonym of 1835 ,1835
111720,51,תל אביב ,5000,תל אביב - יפו ,11468,קורצק ,synonym of 1835 ,1835
111721,51,תל אביב ,5000,תל אביב - יפו ,11469,קורצק יאנוש ,synonym of 1835 ,1835
111722,51,תל אביב ,5000,תל אביב - יפו ,11470,יאנוש קורצאק ,synonym of 1835 ,1835
111723,51,תל אביב ,5000,תל אביב - יפו ,11471,רח 177 ,synonym of 1835 ,1835
111724,51,תל אביב ,5000,תל אביב - יפו ,11472,הדקלים ,synonym of 1835 ,1835
111725,51,תל אביב ,5000,תל אביב - יפו ,11473,יאנוש קורצ'אק ,synonym of 1835 ,1835
111726,51,תל אביב ,5000,תל אביב - יפו ,1836 ,שתי האחיות ,official ,1836
111727,51,תל אביב ,5000,תל אביב - יפו ,11474,רח 158 ,synonym of 1836 ,1836
111728,51,תל אביב ,5000,תל אביב - יפו ,11475,שתי אחיות ,synonym of 1836 ,1836
111729,51,תל אביב ,5000,תל אביב - יפו ,1837 ,רח 3191 ,official ,1837
111730,51,תל אביב ,5000,תל אביב - יפו ,11476,רח 191 ,synonym of 1837 ,1837
111731,51,תל אביב ,5000,תל אביב - יפו ,1838 ,האתרוג ,official ,1838
111732,51,תל אביב ,5000,תל אביב - יפו ,11477,אתרוג ,synonym of 1838 ,1838
111733,51,תל אביב ,5000,תל אביב - יפו ,11478,רח 187 ,synonym of 1838 ,1838
111734,51,תל אביב ,5000,תל אביב - יפו ,1839 ,ההדס ,official ,1839
111735,51,תל אביב ,5000,תל אביב - יפו ,11479,רח 176 ,synonym of 1839 ,1839
111736,51,תל אביב ,5000,תל אביב - יפו ,1840 ,הארון אל רשיד ,official ,1840
111737,51,תל אביב ,5000,תל אביב - יפו ,11480,רח 3906 ,synonym of 1840 ,1840
111738,51,תל אביב ,5000,תל אביב - יפו ,11481,אל רשיד ,synonym of 1840 ,1840
111739,51,תל אביב ,5000,תל אביב - יפו ,1841 ,רח 3175 ,official ,1841
111740,51,תל אביב ,5000,תל אביב - יפו ,11482,רח 175 ,synonym of 1841 ,1841
111741,51,תל אביב ,5000,תל אביב - יפו ,1842 ,הערבה ,official ,1842
111742,51,תל אביב ,5000,תל אביב - יפו ,11483,ערבה ,synonym of 1842 ,1842
111743,51,תל אביב ,5000,תל אביב - יפו ,1843 ,רח 3756 ,official ,1843
111744,51,תל אביב ,5000,תל אביב - יפו ,11484,רח 181 א ,synonym of 1843 ,1843
111745,51,תל אביב ,5000,תל אביב - יפו ,11485,רח 181א ,synonym of 1843 ,1843
111746,51,תל אביב ,5000,תל אביב - יפו ,1844 ,רח 3180 ,official ,1844
111747,51,תל אביב ,5000,תל אביב - יפו ,11486,יפו רח 180 ,synonym of 1844 ,1844
111748,51,תל אביב ,5000,תל אביב - יפו ,11487,רח 180 ,synonym of 1844 ,1844
111749,51,תל אביב ,5000,תל אביב - יפו ,1845 ,מחפוז נג'יב ,official ,1845
111750,51,תל אביב ,5000,תל אביב - יפו ,11488,רח 201 ,synonym of 1845 ,1845
111751,51,תל אביב ,5000,תל אביב - יפו ,11489,רח 3201 ,synonym of 1845 ,1845
111752,51,תל אביב ,5000,תל אביב - יפו ,11490,מחפוז נגיב ,synonym of 1845 ,1845
111753,51,תל אביב ,5000,תל אביב - יפו ,11491,נג'יב ,synonym of 1845 ,1845
111754,51,תל אביב ,5000,תל אביב - יפו ,1846 ,רח 3179 ,official ,1846
111755,51,תל אביב ,5000,תל אביב - יפו ,11492,רח 179 ,synonym of 1846 ,1846
111756,51,תל אביב ,5000,תל אביב - יפו ,1847 ,רח 3937 ,official ,1847
111757,51,תל אביב ,5000,תל אביב - יפו ,1848 ,רח 192 ,official ,1848
111758,51,תל אביב ,5000,תל אביב - יפו ,1849 ,קדרון ,official ,1849
111759,51,תל אביב ,5000,תל אביב - יפו ,11493,רח 162 ,synonym of 1849 ,1849
111760,51,תל אביב ,5000,תל אביב - יפו ,11494,קידרון ,synonym of 1849 ,1849
111761,51,תל אביב ,5000,תל אביב - יפו ,1850 ,מרגוע ,official ,1850
111762,51,תל אביב ,5000,תל אביב - יפו ,11495,רח 190 ,synonym of 1850 ,1850
111763,51,תל אביב ,5000,תל אביב - יפו ,1851 ,רח 3193 ,official ,1851
111764,51,תל אביב ,5000,תל אביב - יפו ,11496,רח 193 ,synonym of 1851 ,1851
111765,51,תל אביב ,5000,תל אביב - יפו ,1852 ,רח 3161 ,official ,1852
