83332,42,פתח תקווה ,98,כפר מלל ,101 ,מוסד יד אסא ,official ,101
88051,42,פתח תקווה ,7900,פתח תקווה ,135 ,מאירי פנחס ,official ,135
88052,42,פתח תקווה ,7900,פתח תקווה ,9604 ,פנחס מאירי ,synonym of 135 ,135
88053,42,פתח תקווה ,7900,פתח תקווה ,9605 ,מאירי ,synonym of 135 ,135
88054,42,פתח תקווה ,7900,פתח תקווה ,136 ,גיסין אבשלום ,official ,136
88055,42,פתח תקווה ,7900,פתח תקווה ,9606 ,גיסין ,synonym of 136 ,136
88056,42,פתח תקווה ,7900,פתח תקווה ,137 ,שלום עליכם ,official ,137
88057,42,פתח תקווה ,7900,פתח תקווה ,138 ,דרזנר יחיאל ,official ,138
88058,42,פתח תקווה ,7900,פתח תקווה ,9607 ,דרזנר ,synonym of 138 ,138
88059,42,פתח תקווה ,7900,פתח תקווה ,9608 ,יחיאל דרזנר ,synonym of 138 ,138
88060,42,פתח תקווה ,7900,פתח תקווה ,139 ,קרימיניצקי ,official ,139
88061,42,פתח תקווה ,7900,פתח תקווה ,9609 ,קרימניצקי ,synonym of 139 ,139
88062,42,פתח תקווה ,7900,פתח תקווה ,9610 ,קרמינצקי ,synonym of 139 ,139
88063,42,פתח תקווה ,7900,פתח תקווה ,9611 ,קרמניצקי ,synonym of 139 ,139
88064,42,פתח תקווה ,7900,פתח תקווה ,140 ,האתרוג ,official ,140
88065,42,פתח תקווה ,7900,פתח תקווה ,9612 ,עי ש הרכבת ,synonym of 140 ,140
88066,42,פתח תקווה ,7900,פתח תקווה ,9613 ,אדמת הביצה ,synonym of 140 ,140
88067,42,פתח תקווה ,7900,פתח תקווה ,141 ,גרניט ,official ,141
88068,42,פתח תקווה ,7900,פתח תקווה ,9614 ,הגרניט ,synonym of 141 ,141
88069,42,פתח תקווה ,7900,פתח תקווה ,142 ,אחים ישראלית ,official ,142
88070,42,פתח תקווה ,7900,פתח תקווה ,9615 ,ישראלית אחים ,synonym of 142 ,142
88071,42,פתח תקווה ,7900,פתח תקווה ,9616 ,אחים ישראלי ,synonym of 142 ,142
88072,42,פתח תקווה ,7900,פתח תקווה ,9617 ,האחים ישראלי ,synonym of 142 ,142
88073,42,פתח תקווה ,7900,פתח תקווה ,9618 ,ישראלי אחים ,synonym of 142 ,142
88074,42,פתח תקווה ,7900,פתח תקווה ,9619 ,האחים ישראלית ,synonym of 142 ,142
88075,42,פתח תקווה ,7900,פתח תקווה ,143 ,בהט ,official ,143
88076,42,פתח תקווה ,7900,פתח תקווה ,144 ,גליס ,official ,144
88077,42,פתח תקווה ,7900,פתח תקווה ,9620 ,גליס בן ציון ,synonym of 144 ,144
88078,42,פתח תקווה ,7900,פתח תקווה ,9621 ,בן ציון גליס ,synonym of 144 ,144
88079,42,פתח תקווה ,7900,פתח תקווה ,145 ,ברגמן צבי ,official ,145
88080,42,פתח תקווה ,7900,פתח תקווה ,9622 ,צבי ברגמן ,synonym of 145 ,145
88081,42,פתח תקווה ,7900,פתח תקווה ,9623 ,ברגמן ,synonym of 145 ,145
88082,42,פתח תקווה ,7900,פתח תקווה ,146 ,העובד הציוני ,official ,146
88083,42,פתח תקווה ,7900,פתח תקווה ,147 ,הבורסקאי ,official ,147
88084,42,פתח תקווה ,7900,פתח תקווה ,148 ,נחשון ,official ,148
88085,42,פתח תקווה ,7900,פתח תקווה ,149 ,שוולב משה ,official ,149
88086,42,פתח תקווה ,7900,פתח תקווה ,9624 ,שולב משה ,synonym of 149 ,149
88087,42,פתח תקווה ,7900,פתח תקווה ,9625 ,משה שולב ,synonym of 149 ,149
88088,42,פתח תקווה ,7900,פתח תקווה ,9626 ,שוולב ,synonym of 149 ,149
88089,42,פתח תקווה ,7900,פתח תקווה ,9627 ,משה שוולב ,synonym of 149 ,149
88090,42,פתח תקווה ,7900,פתח תקווה ,150 ,בייליס ,official ,150
88091,42,פתח תקווה ,7900,פתח תקווה ,9628 ,ביליס ,synonym of 150 ,150
88092,42,פתח תקווה ,7900,פתח תקווה ,151 ,רבינזון יחזקאל ,official ,151
88093,42,פתח תקווה ,7900,פתח תקווה ,9629 ,רובינזון ,synonym of 151 ,151
88094,42,פתח תקווה ,7900,פתח תקווה ,9630 ,יחזקאל רבינזון ,synonym of 151 ,151
88095,42,פתח תקווה ,7900,פתח תקווה ,9631 ,רבינזון ,synonym of 151 ,151
88096,42,פתח תקווה ,7900,פתח תקווה ,152 ,רנק ,official ,152
88097,42,פתח תקווה ,7900,פתח תקווה ,9632 ,קרוכמל נחמן ,synonym of 152 ,152
88098,42,פתח תקווה ,7900,פתח תקווה ,9633 ,נחמן קרוכמל ,synonym of 152 ,152
88099,42,פתח תקווה ,7900,פתח תקווה ,9634 ,רנק ,synonym of 152 ,152
88100,42,פתח תקווה ,7900,פתח תקווה ,9635 ,קרוכמל ,synonym of 152 ,152
88101,42,פתח תקווה ,7900,פתח תקווה ,9636 ,הרנק ,synonym of 152 ,152
88102,42,פתח תקווה ,7900,פתח תקווה ,153 ,רבניצקי ,official ,153
88103,42,פתח תקווה ,7900,פתח תקווה ,154 ,חלמיש ,official ,154
88104,42,פתח תקווה ,7900,פתח תקווה ,155 ,גזית ,official ,155
88105,42,פתח תקווה ,7900,פתח תקווה ,156 ,שחם ,official ,156
88106,42,פתח תקווה ,7900,פתח תקווה ,157 ,גרינברג חיים ,official ,157
88107,42,פתח תקווה ,7900,פתח תקווה ,9637 ,חיים גרינברג ,synonym of 157 ,157
88108,42,פתח תקווה ,7900,פתח תקווה ,9638 ,גרינברג ,synonym of 157 ,157
88109,42,פתח תקווה ,7900,פתח תקווה ,158 ,רום יעל ,official ,158
88110,42,פתח תקווה ,7900,פתח תקווה ,9639 ,שטורמנים ,synonym of 158 ,158
88111,42,פתח תקווה ,7900,פתח תקווה ,9640 ,יעל רום ,synonym of 158 ,158
88112,42,פתח תקווה ,7900,פתח תקווה ,9641 ,רום ,synonym of 158 ,158
88113,42,פתח תקווה ,7900,פתח תקווה ,9642 ,השטורמנים ,synonym of 158 ,158
88114,42,פתח תקווה ,7900,פתח תקווה ,159 ,לילנבלום ,official ,159
88115,42,פתח תקווה ,7900,פתח תקווה ,9643 ,לילינבלום ,synonym of 159 ,159
88116,42,פתח תקווה ,7900,פתח תקווה ,9644 ,משה לילינבלום ,synonym of 159 ,159
88117,42,פתח תקווה ,7900,פתח תקווה ,160 ,אזור תעשיה סגולה ,official ,160
88118,42,פתח תקווה ,7900,פתח תקווה ,161 ,מודיעין ,official ,161
88119,42,פתח תקווה ,7900,פתח תקווה ,162 ,החרושת ,official ,162
88120,42,פתח תקווה ,7900,פתח תקווה ,163 ,הרכבת ,official ,163
88121,42,פתח תקווה ,7900,פתח תקווה ,164 ,פוגל הרמן ,official ,164
88122,42,פתח תקווה ,7900,פתח תקווה ,9645 ,דר פוגל הרמן ,synonym of 164 ,164
88123,42,פתח תקווה ,7900,פתח תקווה ,9646 ,פוגל ,synonym of 164 ,164
88124,42,פתח תקווה ,7900,פתח תקווה ,9647 ,הרמן פוגל ,synonym of 164 ,164
88125,42,פתח תקווה ,7900,פתח תקווה ,9648 ,דר פוגל ,synonym of 164 ,164
88126,42,פתח תקווה ,7900,פתח תקווה ,9649 ,דר פוגל הרמן ,synonym of 164 ,164
88127,42,פתח תקווה ,7900,פתח תקווה ,9650 ,דר הרמן פוגל ,synonym of 164 ,164
88128,42,פתח תקווה ,7900,פתח תקווה ,165 ,סמ הרב ירמה ,official ,165
88129,42,פתח תקווה ,7900,פתח תקווה ,9651 ,הרב ירמה ,synonym of 165 ,165
88130,42,פתח תקווה ,7900,פתח תקווה ,9652 ,ירמה ,synonym of 165 ,165
88131,42,פתח תקווה ,7900,פתח תקווה ,166 ,אזור תעשיה החדש ,official ,166
88132,42,פתח תקווה ,7900,פתח תקווה ,167 ,הרכב ,official ,167
88133,42,פתח תקווה ,7900,פתח תקווה ,168 ,האופן ,official ,168
88134,42,פתח תקווה ,7900,פתח תקווה ,169 ,דיין משה ,official ,169
88135,42,פתח תקווה ,7900,פתח תקווה ,9653 ,משה דיין ,synonym of 169 ,169
88136,42,פתח תקווה ,7900,פתח תקווה ,9654 ,דיין ,synonym of 169 ,169
88137,42,פתח תקווה ,7900,פתח תקווה ,170 ,המסילה ,official ,170
88138,42,פתח תקווה ,7900,פתח תקווה ,171 ,תוצרת הארץ ,official ,171
88139,42,פתח תקווה ,7900,פתח תקווה ,172 ,החרש ,official ,172
88140,42,פתח תקווה ,7900,פתח תקווה ,173 ,גהל מרטין ,official ,173
88141,42,פתח תקווה ,7900,פתח תקווה ,9655 ,מרטין גהל ,synonym of 173 ,173
88142,42,פתח תקווה ,7900,פתח תקווה ,9656 ,גהל ,synonym of 173 ,173
88143,42,פתח תקווה ,7900,פתח תקווה ,9657 ,מרתין גהל ,synonym of 173 ,173
88144,42,פתח תקווה ,7900,פתח תקווה ,174 ,וינקלר אלתר ,official ,174
88145,42,פתח תקווה ,7900,פתח תקווה ,9658 ,וינקלר ,synonym of 174 ,174
88146,42,פתח תקווה ,7900,פתח תקווה ,9659 ,אלתר וינקלר ,synonym of 174 ,174
88147,42,פתח תקווה ,7900,פתח תקווה ,175 ,אילניה ,official ,175
88148,42,פתח תקווה ,7900,פתח תקווה ,176 ,בת שלמה ,official ,176
88149,42,פתח תקווה ,7900,פתח תקווה ,177 ,גדרה ,official ,177
88150,42,פתח תקווה ,7900,פתח תקווה ,178 ,זכרון יעקב ,official ,178
88151,42,פתח תקווה ,7900,פתח תקווה ,179 ,חדרה ,official ,179
88152,42,פתח תקווה ,7900,פתח תקווה ,180 ,המר זבולון ,official ,180
88153,42,פתח תקווה ,7900,פתח תקווה ,9660 ,זבולון המר ,synonym of 180 ,180
88154,42,פתח תקווה ,7900,פתח תקווה ,9661 ,דרך זבולון המר ,synonym of 180 ,180
88155,42,פתח תקווה ,7900,פתח תקווה ,9662 ,דרך המר ,synonym of 180 ,180
88156,42,פתח תקווה ,7900,פתח תקווה ,9663 ,המר ,synonym of 180 ,180
88157,42,פתח תקווה ,7900,פתח תקווה ,181 ,יבנאל ,official ,181
88158,42,פתח תקווה ,7900,פתח תקווה ,182 ,יסוד המעלה ,official ,182
88159,42,פתח תקווה ,7900,פתח תקווה ,183 ,מאיר שפיה ,official ,183
88160,42,פתח תקווה ,7900,פתח תקווה ,9664 ,שפיה ,synonym of 183 ,183
88161,42,פתח תקווה ,7900,פתח תקווה ,9665 ,שפיה מאיר ,synonym of 183 ,183
88162,42,פתח תקווה ,7900,פתח תקווה ,184 ,מזכרת בתיה ,official ,184
88163,42,פתח תקווה ,7900,פתח תקווה ,185 ,מטולה ,official ,185
88164,42,פתח תקווה ,7900,פתח תקווה ,186 ,נס ציונה ,official ,186
88165,42,פתח תקווה ,7900,פתח תקווה ,187 ,עתלית ,official ,187
88166,42,פתח תקווה ,7900,פתח תקווה ,188 ,ראש פינה ,official ,188
88167,42,פתח תקווה ,7900,פתח תקווה ,9666 ,ראש פנה ,synonym of 188 ,188
88168,42,פתח תקווה ,7900,פתח תקווה ,189 ,ראשון לציון ,official ,189
88169,42,פתח תקווה ,7900,פתח תקווה ,190 ,רחובות ,official ,190
88170,42,פתח תקווה ,7900,פתח תקווה ,191 ,ברוריה ,official ,191
88171,42,פתח תקווה ,7900,פתח תקווה ,9667 ,בת תרדיון ,synonym of 191 ,191
88172,42,פתח תקווה ,7900,פתח תקווה ,9668 ,ברוריה בת תרדיון ,synonym of 191 ,191
88173,42,פתח תקווה ,7900,פתח תקווה ,9669 ,ברוריה בת רבי חנינא ,synonym of 191 ,191
88174,42,פתח תקווה ,7900,פתח תקווה ,192 ,טבצ'ניק דוד ,official ,192
88175,42,פתח תקווה ,7900,פתח תקווה ,9670 ,טבצניק דוד ,synonym of 192 ,192
88176,42,פתח תקווה ,7900,פתח תקווה ,9671 ,טבצניק ,synonym of 192 ,192
88177,42,פתח תקווה ,7900,פתח תקווה ,9672 ,דוד טבצניק ,synonym of 192 ,192
88178,42,פתח תקווה ,7900,פתח תקווה ,9673 ,דוד טבצ'ניק ,synonym of 192 ,192
88179,42,פתח תקווה ,7900,פתח תקווה ,9674 ,טבצ'ניק ,synonym of 192 ,192
88180,42,פתח תקווה ,7900,פתח תקווה ,193 ,כצנלסון אהרון ,official ,193
88181,42,פתח תקווה ,7900,פתח תקווה ,9675 ,אהרון כצנלסון ,synonym of 193 ,193
88182,42,פתח תקווה ,7900,פתח תקווה ,194 ,פרופ' פלר נח ,official ,194
88183,42,פתח תקווה ,7900,פתח תקווה ,9676 ,פלר ,synonym of 194 ,194
88184,42,פתח תקווה ,7900,פתח תקווה ,9677 ,פלר נח ,synonym of 194 ,194
88185,42,פתח תקווה ,7900,פתח תקווה ,9678 ,נח פלר ,synonym of 194 ,194
88186,42,פתח תקווה ,7900,פתח תקווה ,9679 ,פרופ פלר ,synonym of 194 ,194
88187,42,פתח תקווה ,7900,פתח תקווה ,9680 ,פרופ פלר נח ,synonym of 194 ,194
88188,42,פתח תקווה ,7900,פתח תקווה ,195 ,שירת אסתר ,official ,195
88189,42,פתח תקווה ,7900,פתח תקווה ,196 ,ביילי חיים ,official ,196
88190,42,פתח תקווה ,7900,פתח תקווה ,9681 ,חיים ביילי ,synonym of 196 ,196
88191,42,פתח תקווה ,7900,פתח תקווה ,9682 ,ביילי ,synonym of 196 ,196
88192,42,פתח תקווה ,7900,פתח תקווה ,197 ,שמואלביץ מרדכי ,official ,197
88193,42,פתח תקווה ,7900,פתח תקווה ,9683 ,שמואלביץ ,synonym of 197 ,197
88194,42,פתח תקווה ,7900,פתח תקווה ,9684 ,מרדכי שמואלביץ ,synonym of 197 ,197
88195,42,פתח תקווה ,7900,פתח תקווה ,198 ,סמ התבור ,official ,198
88196,42,פתח תקווה ,7900,פתח תקווה ,9685 ,התבור ,synonym of 198 ,198
88197,42,פתח תקווה ,7900,פתח תקווה ,9686 ,סמ תבור ,synonym of 198 ,198
88198,42,פתח תקווה ,7900,פתח תקווה ,199 ,הרב פינטו מסעוד ,official ,199
88199,42,פתח תקווה ,7900,פתח תקווה ,9687 ,הרב פינטו ,synonym of 199 ,199
88200,42,פתח תקווה ,7900,פתח תקווה ,9688 ,פינטו ,synonym of 199 ,199
88201,42,פתח תקווה ,7900,פתח תקווה ,9689 ,מאיר פינטו ,synonym of 199 ,199
88202,42,פתח תקווה ,7900,פתח תקווה ,9690 ,פינטו מאיר ,synonym of 199 ,199
88203,42,פתח תקווה ,7900,פתח תקווה ,9691 ,הרב פינטו מסעוד אשר ,synonym of 199 ,199
88204,42,פתח תקווה ,7900,פתח תקווה ,9692 ,הרב פינטו מאיר ,synonym of 199 ,199
88205,42,פתח תקווה ,7900,פתח תקווה ,9693 ,הרב פינטו אשר מסעוד ,synonym of 199 ,199
88206,42,פתח תקווה ,7900,פתח תקווה ,9694 ,הרב מאיר פינטו ,synonym of 199 ,199
88207,42,פתח תקווה ,7900,פתח תקווה ,200 ,כביש חוצה שומרון ,official ,200
88208,42,פתח תקווה ,7900,פתח תקווה ,9695 ,בית עלמין ירקון ,synonym of 200 ,200
88209,42,פתח תקווה ,7900,פתח תקווה ,201 ,פרומקין ,official ,201
88210,42,פתח תקווה ,7900,פתח תקווה ,9696 ,אריה פרומקין ,synonym of 201 ,201
88211,42,פתח תקווה ,7900,פתח תקווה ,9697 ,פרומקין אריה ,synonym of 201 ,201
88212,42,פתח תקווה ,7900,פתח תקווה ,202 ,תל חי ,official ,202
88213,42,פתח תקווה ,7900,פתח תקווה ,9698 ,ש ב 11 11 ,synonym of 202 ,202
88214,42,פתח תקווה ,7900,פתח תקווה ,203 ,האחים שטרייט ,official ,203
88215,42,פתח תקווה ,7900,פתח תקווה ,9699 ,שטרייט האחים ,synonym of 203 ,203
88216,42,פתח תקווה ,7900,פתח תקווה ,9700 ,שטרייט אחים ,synonym of 203 ,203
88217,42,פתח תקווה ,7900,פתח תקווה ,9701 ,האחים שטרייס ,synonym of 203 ,203
88218,42,פתח תקווה ,7900,פתח תקווה ,9702 ,שטרייט ,synonym of 203 ,203
88219,42,פתח תקווה ,7900,פתח תקווה ,204 ,עולי בבל ,official ,204
88220,42,פתח תקווה ,7900,פתח תקווה ,205 ,ברוידה ,official ,205
88221,42,פתח תקווה ,7900,פתח תקווה ,9703 ,ברוידה יעקב ,synonym of 205 ,205
88222,42,פתח תקווה ,7900,פתח תקווה ,9704 ,יעקב ברוידה ,synonym of 205 ,205
88223,42,פתח תקווה ,7900,פתח תקווה ,9705 ,ברוידה משה ,synonym of 205 ,205
88224,42,פתח תקווה ,7900,פתח תקווה ,9706 ,ברוידה יעקב משה ,synonym of 205 ,205
88225,42,פתח תקווה ,7900,פתח תקווה ,206 ,פרץ נפתלי ,official ,206
88226,42,פתח תקווה ,7900,פתח תקווה ,9707 ,הגליל ,synonym of 206 ,206
88227,42,פתח תקווה ,7900,פתח תקווה ,9708 ,נפתלי פרץ ,synonym of 206 ,206
88228,42,פתח תקווה ,7900,פתח תקווה ,9709 ,נפתלי ,synonym of 206 ,206
88229,42,פתח תקווה ,7900,פתח תקווה ,207 ,סטרומה ,official ,207
88230,42,פתח תקווה ,7900,פתח תקווה ,208 ,פרופ' שור ,official ,208
88231,42,פתח תקווה ,7900,פתח תקווה ,9710 ,כנרת ,synonym of 208 ,208
88232,42,פתח תקווה ,7900,פתח תקווה ,9711 ,הכנרת ,synonym of 208 ,208
88233,42,פתח תקווה ,7900,פתח תקווה ,9712 ,שור פרופ ,synonym of 208 ,208
88234,42,פתח תקווה ,7900,פתח תקווה ,9713 ,פרופ שור ,synonym of 208 ,208
88235,42,פתח תקווה ,7900,פתח תקווה ,9714 ,פרופסור שור ,synonym of 208 ,208
88236,42,פתח תקווה ,7900,פתח תקווה ,9715 ,שור ,synonym of 208 ,208
88237,42,פתח תקווה ,7900,פתח תקווה ,9716 ,איכלוב עזרא ,synonym of 208 ,208
88238,42,פתח תקווה ,7900,פתח תקווה ,9717 ,איכילוב עזרא ,synonym of 208 ,208
88239,42,פתח תקווה ,7900,פתח תקווה ,9718 ,עזרא איכלוב ,synonym of 208 ,208
88240,42,פתח תקווה ,7900,פתח תקווה ,209 ,וינגיט ,official ,209
88241,42,פתח תקווה ,7900,פתח תקווה ,9719 ,וינגייט ,synonym of 209 ,209
88242,42,פתח תקווה ,7900,פתח תקווה ,9720 ,ויינגיט ,synonym of 209 ,209
88243,42,פתח תקווה ,7900,פתח תקווה ,9721 ,וינגט ,synonym of 209 ,209
88244,42,פתח תקווה ,7900,פתח תקווה ,210 ,גולדנהירש ,official ,210
88245,42,פתח תקווה ,7900,פתח תקווה ,9722 ,מעון עולים ב ,synonym of 210 ,210
88246,42,פתח תקווה ,7900,פתח תקווה ,9723 ,יצחק גולדהירש ,synonym of 210 ,210
88247,42,פתח תקווה ,7900,פתח תקווה ,9724 ,גולדהירש יצחק ,synonym of 210 ,210
88248,42,פתח תקווה ,7900,פתח תקווה ,211 ,גוטמן ,official ,211
88249,42,פתח תקווה ,7900,פתח תקווה ,9725 ,דוד מאיר גוטמן ,synonym of 211 ,211
88250,42,פתח תקווה ,7900,פתח תקווה ,9726 ,גוטמן דוד מאיר ,synonym of 211 ,211
88251,42,פתח תקווה ,7900,פתח תקווה ,212 ,ברון הירש ,official ,212
88252,42,פתח תקווה ,7900,פתח תקווה ,9727 ,הירש הברון ,synonym of 212 ,212
88253,42,פתח תקווה ,7900,פתח תקווה ,9728 ,הירש ,synonym of 212 ,212
88254,42,פתח תקווה ,7900,פתח תקווה ,9729 ,הירש ברון ,synonym of 212 ,212
88255,42,פתח תקווה ,7900,פתח תקווה ,9730 ,ברוך הירש ,synonym of 212 ,212
88256,42,פתח תקווה ,7900,פתח תקווה ,9731 ,הברון הירש ,synonym of 212 ,212
88257,42,פתח תקווה ,7900,פתח תקווה ,213 ,הרצל ,official ,213
88258,42,פתח תקווה ,7900,פתח תקווה ,9732 ,הישיבה הגדולה ,synonym of 213 ,213
88259,42,פתח תקווה ,7900,פתח תקווה ,9733 ,ישיבה גדולה ,synonym of 213 ,213
88260,42,פתח תקווה ,7900,פתח תקווה ,9734 ,הרצל ישיבה ,synonym of 213 ,213
88261,42,פתח תקווה ,7900,פתח תקווה ,9735 ,בנימין זאב הרצל ,synonym of 213 ,213
88262,42,פתח תקווה ,7900,פתח תקווה ,214 ,מונטיפיורי ,official ,214
88263,42,פתח תקווה ,7900,פתח תקווה ,9736 ,נח ראובן יש ,synonym of 214 ,214
88264,42,פתח תקווה ,7900,פתח תקווה ,9737 ,מונטיפיורי ישיבה ,synonym of 214 ,214
88265,42,פתח תקווה ,7900,פתח תקווה ,9738 ,מונטיפיורי מלבן ,synonym of 214 ,214
88266,42,פתח תקווה ,7900,פתח תקווה ,9739 ,מונטפיורי ,synonym of 214 ,214
88267,42,פתח תקווה ,7900,פתח תקווה ,9740 ,משה מונטיפיורי ,synonym of 214 ,214
88268,42,פתח תקווה ,7900,פתח תקווה ,215 ,נורדאו מכס ,official ,215
88269,42,פתח תקווה ,7900,פתח תקווה ,9741 ,מקס נורדוי ,synonym of 215 ,215
88270,42,פתח תקווה ,7900,פתח תקווה ,9742 ,נורדאו ,synonym of 215 ,215
88271,42,פתח תקווה ,7900,פתח תקווה ,9743 ,נורדוי מקס ,synonym of 215 ,215
88272,42,פתח תקווה ,7900,פתח תקווה ,9744 ,נורדוי ,synonym of 215 ,215
88273,42,פתח תקווה ,7900,פתח תקווה ,9745 ,נורדאו מקס ,synonym of 215 ,215
88274,42,פתח תקווה ,7900,פתח תקווה ,9746 ,מקס נורדאו ,synonym of 215 ,215
88275,42,פתח תקווה ,7900,פתח תקווה ,9747 ,מכס נורדאו ,synonym of 215 ,215
88276,42,פתח תקווה ,7900,פתח תקווה ,216 ,חובבי ציון ,official ,216
88277,42,פתח תקווה ,7900,פתח תקווה ,217 ,ליפקיס זאב ,official ,217
88278,42,פתח תקווה ,7900,פתח תקווה ,9748 ,השוק ,synonym of 217 ,217
88279,42,פתח תקווה ,7900,פתח תקווה ,9749 ,ישיבת ראובן ,synonym of 217 ,217
88280,42,פתח תקווה ,7900,פתח תקווה ,9750 ,ליפקיס ,synonym of 217 ,217
88281,42,פתח תקווה ,7900,פתח תקווה ,9751 ,זאב ליפקיס ,synonym of 217 ,217
88282,42,פתח תקווה ,7900,פתח תקווה ,218 ,הרב מוהליבר שמואל ,official ,218
88283,42,פתח תקווה ,7900,פתח תקווה ,9752 ,מוהליבר ,synonym of 218 ,218
88284,42,פתח תקווה ,7900,פתח תקווה ,9753 ,מוליבר ,synonym of 218 ,218
88285,42,פתח תקווה ,7900,פתח תקווה ,9754 ,מוהליבר שמואל הרב ,synonym of 218 ,218
88286,42,פתח תקווה ,7900,פתח תקווה ,9755 ,מוהליבר שמואל ,synonym of 218 ,218
88287,42,פתח תקווה ,7900,פתח תקווה ,9756 ,הרב שמואל מוהליבר ,synonym of 218 ,218
88288,42,פתח תקווה ,7900,פתח תקווה ,9757 ,הרב מוהליבר ,synonym of 218 ,218
88289,42,פתח תקווה ,7900,פתח תקווה ,9758 ,שמואל מוהליבר ,synonym of 218 ,218
88290,42,פתח תקווה ,7900,פתח תקווה ,219 ,אשכנזי יחזקאל ,official ,219
88291,42,פתח תקווה ,7900,פתח תקווה ,9759 ,יחזקאל אשכנזי ,synonym of 219 ,219
88292,42,פתח תקווה ,7900,פתח תקווה ,9760 ,אשכנזי ,synonym of 219 ,219
88293,42,פתח תקווה ,7900,פתח תקווה ,220 ,ההגנה ,official ,220
88294,42,פתח תקווה ,7900,פתח תקווה ,9761 ,הגנה ,synonym of 220 ,220
88295,42,פתח תקווה ,7900,פתח תקווה ,221 ,עוזר חיים ,official ,221
88296,42,פתח תקווה ,7900,פתח תקווה ,9762 ,בית העיריה ,synonym of 221 ,221
88297,42,פתח תקווה ,7900,פתח תקווה ,9763 ,חיים עוזר ,synonym of 221 ,221
88298,42,פתח תקווה ,7900,פתח תקווה ,9764 ,עוזר ,synonym of 221 ,221
88299,42,פתח תקווה ,7900,פתח תקווה ,222 ,סלור ,official ,222
88300,42,פתח תקווה ,7900,פתח תקווה ,9765 ,חיים משה סלור ,synonym of 222 ,222
88301,42,פתח תקווה ,7900,פתח תקווה ,9766 ,סלור משה חיים ,synonym of 222 ,222
88302,42,פתח תקווה ,7900,פתח תקווה ,223 ,ברקוביץ יצחק ,official ,223
88303,42,פתח תקווה ,7900,פתח תקווה ,9767 ,לוינסקי ,synonym of 223 ,223
88304,42,פתח תקווה ,7900,פתח תקווה ,9768 ,ברקוביץ ,synonym of 223 ,223
88305,42,פתח תקווה ,7900,פתח תקווה ,9769 ,יצחק ברקוביץ ,synonym of 223 ,223
88306,42,פתח תקווה ,7900,פתח תקווה ,224 ,איכילוב יצחק ,official ,224
88307,42,פתח תקווה ,7900,פתח תקווה ,9770 ,איכלוב ,synonym of 224 ,224
88308,42,פתח תקווה ,7900,פתח תקווה ,9771 ,יצחק איכלוב ,synonym of 224 ,224
88309,42,פתח תקווה ,7900,פתח תקווה ,9772 ,איכלוב יצחק ,synonym of 224 ,224
88310,42,פתח תקווה ,7900,פתח תקווה ,9773 ,איכילוב ,synonym of 224 ,224
88311,42,פתח תקווה ,7900,פתח תקווה ,9774 ,יצחק איכילוב ,synonym of 224 ,224
88312,42,פתח תקווה ,7900,פתח תקווה ,225 ,קציר אהרון ,official ,225
88313,42,פתח תקווה ,7900,פתח תקווה ,9775 ,אהרון קציר ,synonym of 225 ,225
88314,42,פתח תקווה ,7900,פתח תקווה ,9776 ,קציר ,synonym of 225 ,225
88315,42,פתח תקווה ,7900,פתח תקווה ,226 ,וולפסון דוד ,official ,226
88316,42,פתח תקווה ,7900,פתח תקווה ,9777 ,דוד וולפסון ,synonym of 226 ,226
88317,42,פתח תקווה ,7900,פתח תקווה ,9778 ,וולפסון ,synonym of 226 ,226
88318,42,פתח תקווה ,7900,פתח תקווה ,227 ,העליה השניה ,official ,227
88319,42,פתח תקווה ,7900,פתח תקווה ,9779 ,עליה שניה ,synonym of 227 ,227
88320,42,פתח תקווה ,7900,פתח תקווה ,9780 ,העליה שניה ,synonym of 227 ,227
88321,42,פתח תקווה ,7900,פתח תקווה ,228 ,אהרונסון שרה ,official ,228
88322,42,פתח תקווה ,7900,פתח תקווה ,9781 ,שרה אהרונסון ,synonym of 228 ,228
88323,42,פתח תקווה ,7900,פתח תקווה ,9782 ,אהרנסון ,synonym of 228 ,228
88324,42,פתח תקווה ,7900,פתח תקווה ,9783 ,אהרונסון ,synonym of 228 ,228
88325,42,פתח תקווה ,7900,פתח תקווה ,229 ,חפץ חיים ,official ,229
88326,42,פתח תקווה ,7900,פתח תקווה ,230 ,ההסתדרות ,official ,230
88327,42,פתח תקווה ,7900,פתח תקווה ,9784 ,הסתדרות ,synonym of 230 ,230
88328,42,פתח תקווה ,7900,פתח תקווה ,231 ,הס משה ,official ,231
88329,42,פתח תקווה ,7900,פתח תקווה ,9785 ,משה הס ,synonym of 231 ,231
88330,42,פתח תקווה ,7900,פתח תקווה ,9786 ,הס ,synonym of 231 ,231
88331,42,פתח תקווה ,7900,פתח תקווה ,232 ,אוסישקין מנחם ,official ,232
88332,42,פתח תקווה ,7900,פתח תקווה ,9787 ,מנחם אוסישקין ,synonym of 232 ,232
88333,42,פתח תקווה ,7900,פתח תקווה ,9788 ,אוסישקין ,synonym of 232 ,232
88334,42,פתח תקווה ,7900,פתח תקווה ,233 ,הראשונים ,official ,233
88335,42,פתח תקווה ,7900,פתח תקווה ,9789 ,ראשונים ,synonym of 233 ,233
88336,42,פתח תקווה ,7900,פתח תקווה ,234 ,שפיגל זוסיה ,official ,234
88337,42,פתח תקווה ,7900,פתח תקווה ,9790 ,זוסיה שפיגל ,synonym of 234 ,234
